线段编号,无人机编号,关联任务,线段类型,起点X_m,起点Y_m,终点X_m,终点Y_m,线段长度_m,速度_m_s,单位路径药量_L_m,开始时间_min,结束时间_min,起始续航_min,结束续航_min,起始药量_L,结束药量_L
UAV-2-L186,UAV-2,D23,覆盖连接段,703.54,604.53,700.87,608.71,4.96,3.0,0.00784,34.448,34.4755,12.9348,12.9072,13.6286,13.5897
UAV-2-L187,UAV-2,D23,覆盖喷洒段,700.87,608.71,643.05,581.75,63.8,3.0,0.00784,34.4755,34.83,12.9072,12.5528,13.5897,13.0895
UAV-2-L188,UAV-2,D23,覆盖连接段,643.05,581.75,642.29,586.82,5.13,3.0,0.00784,34.83,34.8585,12.5528,12.5243,13.0895,13.0493
UAV-2-L189,UAV-2,D23,覆盖喷洒段,642.29,586.82,697.47,612.56,60.89,3.0,0.00784,34.8585,35.1967,12.5243,12.186,13.0493,12.5719
UAV-2-L190,UAV-2,D23,覆盖连接段,697.47,612.56,693.23,616.01,5.46,3.0,0.00784,35.1967,35.2271,12.186,12.1557,12.5719,12.5291
UAV-2-L191,UAV-2,D23,覆盖喷洒段,693.23,616.01,642.36,592.29,56.13,3.0,0.00784,35.2271,35.5389,12.1557,11.8438,12.5291,12.089
UAV-2-L192,UAV-2,D23,覆盖连接段,642.36,592.29,643.52,598.25,6.08,3.0,0.00784,35.5389,35.5727,11.8438,11.8101,12.089,12.0414
UAV-2-L193,UAV-2,D23,覆盖喷洒段,643.52,598.25,687.92,618.96,49.0,3.0,0.00784,35.5727,35.8449,11.8101,11.5379,12.0414,11.6572
UAV-2-L194,UAV-2,D23,覆盖连接段,687.92,618.96,680.94,621.13,7.31,3.0,0.00784,35.8449,35.8855,11.5379,11.4972,11.6572,11.5999
UAV-2-L195,UAV-2,D23,覆盖喷洒段,680.94,621.13,646.34,605.0,38.17,3.0,0.00784,35.8855,36.0976,11.4972,11.2852,11.5999,11.3006
UAV-2-L196,UAV-2,D23,覆盖连接段,646.34,605.0,653.45,613.75,11.27,3.0,0.00784,36.0976,36.1602,11.2852,11.2226,11.3006,11.2123
UAV-2-L197,UAV-2,D23,覆盖喷洒段,653.45,613.75,669.67,621.31,17.89,3.0,0.00784,36.1602,36.2596,11.2226,11.1232,11.2123,11.072
UAV-2-L198,UAV-2,D14,飞行-区域间,669.67,621.31,720.04,379.01,247.47,6.0,0.0,36.2596,36.947,11.1232,10.4357,11.072,11.072
UAV-2-L199,UAV-2,D14,覆盖喷洒段,720.04,379.01,737.6,387.2,19.38,3.0,0.005241,36.947,37.0547,10.4357,10.3281,11.072,10.9705
UAV-2-L200,UAV-2,D14,覆盖连接段,737.6,387.2,737.43,392.56,5.36,3.0,0.005241,37.0547,37.0844,10.3281,10.2983,10.9705,10.9424
UAV-2-L201,UAV-2,D14,覆盖喷洒段,737.43,392.56,716.04,382.58,23.61,3.0,0.005241,37.0844,37.2156,10.2983,10.1672,10.9424,10.8187
UAV-2-L202,UAV-2,D14,覆盖连接段,716.04,382.58,714.07,387.09,4.92,3.0,0.005241,37.2156,37.2429,10.1672,10.1398,10.8187,10.7929
UAV-2-L203,UAV-2,D14,覆盖喷洒段,714.07,387.09,735.24,396.96,23.35,3.0,0.005241,37.2429,37.3727,10.1398,10.0101,10.7929,10.6705
UAV-2-L204,UAV-2,D14,覆盖连接段,735.24,396.96,730.93,400.38,5.5,3.0,0.005241,37.3727,37.4032,10.0101,9.9795,10.6705,10.6417
UAV-2-L205,UAV-2,D14,覆盖喷洒段,730.93,400.38,714.22,392.59,18.44,3.0,0.005241,37.4032,37.5057,9.9795,9.8771,10.6417,10.545
UAV-2-L206,UAV-2,D01,飞行-区域间,714.22,392.59,950.83,325.89,245.83,6.0,0.0,37.5057,38.1885,9.8771,9.1942,10.545,10.545
UAV-2-L207,UAV-2,D01,覆盖喷洒段,950.83,325.89,968.39,334.07,19.38,3.0,0.005289,38.1885,38.2962,9.1942,9.0866,10.545,10.4426
UAV-2-L208,UAV-2,D01,覆盖连接段,968.39,334.07,968.23,339.43,5.36,3.0,0.005289,38.2962,38.3259,9.0866,9.0568,10.4426,10.4142
UAV-2-L209,UAV-2,D01,覆盖喷洒段,968.23,339.43,946.83,329.45,23.61,3.0,0.005289,38.3259,38.4571,9.0568,8.9257,10.4142,10.2894
UAV-2-L210,UAV-2,D01,覆盖连接段,946.83,329.45,944.87,333.96,4.92,3.0,0.005289,38.4571,38.4844,8.9257,8.8984,10.2894,10.2633
UAV-2-L211,UAV-2,D01,覆盖喷洒段,944.87,333.96,966.03,343.83,23.35,3.0,0.005289,38.4844,38.6142,8.8984,8.7686,10.2633,10.1398
UAV-2-L212,UAV-2,D01,覆盖连接段,966.03,343.83,961.73,347.25,5.5,3.0,0.005289,38.6142,38.6447,8.7686,8.7381,10.1398,10.1107
UAV-2-L213,UAV-2,D01,覆盖喷洒段,961.73,347.25,945.02,339.46,18.44,3.0,0.005289,38.6447,38.7471,8.7381,8.6356,10.1107,10.0132
UAV-2-L214,UAV-2,UAV-2,返航,945.02,339.46,500.0,465.28,462.46,6.0,0.0,38.7471,40.0318,8.6356,7.351,10.0132,10.0132
UAV-3-L001,UAV-3,D11,飞行-区域间,500.0,465.28,429.82,653.2,200.6,6.0,0.0,0.0,0.5572,25.0,24.4428,30.0,30.0
UAV-3-L002,UAV-3,D11,覆盖喷洒段,429.82,653.2,447.38,661.39,19.38,3.0,0.005173,0.5572,0.6649,24.4428,24.3351,30.0,29.8998
UAV-3-L003,UAV-3,D11,覆盖连接段,447.38,661.39,447.22,666.75,5.36,3.0,0.005173,0.6649,0.6946,24.3351,24.3054,29.8998,29.8721
UAV-3-L004,UAV-3,D11,覆盖喷洒段,447.22,666.75,425.82,656.77,23.61,3.0,0.005173,0.6946,0.8258,24.3054,24.1742,29.8721,29.7499
UAV-3-L005,UAV-3,D11,覆盖连接段,425.82,656.77,423.86,661.28,4.92,3.0,0.005173,0.8258,0.8531,24.1742,24.1469,29.7499,29.7245
UAV-3-L006,UAV-3,D11,覆盖喷洒段,423.86,661.28,445.02,671.15,23.35,3.0,0.005173,0.8531,0.9829,24.1469,24.0171,29.7245,29.6037
UAV-3-L007,UAV-3,D11,覆盖连接段,445.02,671.15,440.72,674.57,5.5,3.0,0.005173,0.9829,1.0134,24.0171,23.9866,29.6037,29.5752
UAV-3-L008,UAV-3,D11,覆盖喷洒段,440.72,674.57,424.01,666.78,18.44,3.0,0.005173,1.0134,1.1159,23.9866,23.8841,29.5752,29.4799
UAV-3-L009,UAV-3,D15,飞行-区域间,424.01,666.78,310.52,723.71,126.97,6.0,0.0,1.1159,1.4685,23.8841,23.5315,29.4799,29.4799
UAV-3-L010,UAV-3,D15,覆盖喷洒段,310.52,723.71,350.5,742.35,44.12,3.0,0.004853,1.4685,1.7136,23.5315,23.2864,29.4799,29.2658
UAV-3-L011,UAV-3,D15,覆盖连接段,350.5,742.35,353.07,748.98,7.11,3.0,0.004853,1.7136,1.7531,23.2864,23.2469,29.2658,29.2313
UAV-3-L012,UAV-3,D15,覆盖喷洒段,353.07,748.98,303.33,725.79,54.88,3.0,0.004853,1.7531,2.058,23.2469,22.942,29.2313,28.9649
UAV-3-L013,UAV-3,D15,覆盖连接段,303.33,725.79,296.15,727.87,7.48,3.0,0.004853,2.058,2.0996,22.942,22.9004,28.9649,28.9287
UAV-3-L014,UAV-3,D15,覆盖喷洒段,296.15,727.87,354.08,754.88,63.92,3.0,0.004853,2.0996,2.4547,22.9004,22.5453,28.9287,28.6184
UAV-3-L015,UAV-3,D15,覆盖连接段,354.08,754.88,355.09,760.78,5.99,3.0,0.004853,2.4547,2.4879,22.5453,22.5121,28.6184,28.5894
UAV-3-L016,UAV-3,D15,覆盖喷洒段,355.09,760.78,288.96,729.94,72.96,3.0,0.004853,2.4879,2.8933,22.5121,22.1067,28.5894,28.2353
UAV-3-L017,UAV-3,D15,覆盖连接段,288.96,729.94,281.78,732.02,7.48,3.0,0.004853,2.8933,2.9348,22.1067,22.0652,28.2353,28.199
UAV-3-L018,UAV-3,D15,覆盖喷洒段,281.78,732.02,356.1,766.68,82.01,3.0,0.004853,2.9348,3.3904,22.0652,21.6096,28.199,27.801
UAV-3-L019,UAV-3,D15,覆盖连接段,356.1,766.68,357.11,772.58,5.99,3.0,0.004853,3.3904,3.4237,21.6096,21.5763,27.801,27.772
UAV-3-L020,UAV-3,D15,覆盖喷洒段,357.11,772.58,274.6,734.1,91.05,3.0,0.004853,3.4237,3.9295,21.5763,21.0705,27.772,27.3301
UAV-3-L021,UAV-3,D15,覆盖连接段,274.6,734.1,267.41,736.18,7.48,3.0,0.004853,3.9295,3.9711,21.0705,21.0289,27.3301,27.2939
UAV-3-L022,UAV-3,D15,覆盖喷洒段,267.41,736.18,358.13,778.48,100.09,3.0,0.004853,3.9711,4.5271,21.0289,20.4729,27.2939,26.8081
UAV-3-L023,UAV-3,D15,覆盖连接段,358.13,778.48,359.14,784.38,5.99,3.0,0.004853,4.5271,4.5604,20.4729,20.4396,26.8081,26.7791
UAV-3-L024,UAV-3,D15,覆盖喷洒段,359.14,784.38,262.21,739.18,106.95,3.0,0.004853,4.5604,5.1545,20.4396,19.8455,26.7791,26.26
UAV-3-L025,UAV-3,D15,覆盖连接段,262.21,739.18,258.62,742.94,5.19,3.0,0.004853,5.1545,5.1834,19.8455,19.8166,26.26,26.2348
UAV-3-L026,UAV-3,D15,覆盖喷洒段,258.62,742.94,350.76,785.9,101.66,3.0,0.004853,5.1834,5.7482,19.8166,19.2518,26.2348,25.7415
UAV-3-L027,UAV-3,D15,覆盖连接段,350.76,785.9,341.89,787.2,8.96,3.0,0.004853,5.7482,5.7979,19.2518,19.2021,25.7415,25.698
UAV-3-L028,UAV-3,D15,覆盖喷洒段,341.89,787.2,255.45,746.89,95.38,3.0,0.004853,5.7979,6.3278,19.2021,18.6722,25.698,25.2352
UAV-3-L029,UAV-3,D15,覆盖连接段,255.45,746.89,358.45,794.92,113.64,3.0,0.004853,6.3278,6.9592,18.6722,18.0408,25.2352,24.6837
UAV-3-L030,UAV-3,D15,覆盖喷洒段,358.45,794.92,364.5,797.74,6.67,3.0,0.004853,6.9592,6.9962,18.0408,18.0038,24.6837,24.6513
UAV-3-L031,UAV-3,D15,覆盖连接段,364.5,797.74,333.03,788.49,32.79,3.0,0.004853,6.9962,7.1784,18.0038,17.8216,24.6513,24.4922
UAV-3-L032,UAV-3,D15,覆盖喷洒段,333.03,788.49,252.65,751.01,88.69,3.0,0.004853,7.1784,7.6711,17.8216,17.3289,24.4922,24.0618
UAV-3-L033,UAV-3,D15,覆盖连接段,252.65,751.01,349.59,796.21,106.95,3.0,0.004853,7.6711,8.2653,17.3289,16.7347,24.0618,23.5427
UAV-3-L034,UAV-3,D15,覆盖喷洒段,349.59,796.21,363.13,802.53,14.95,3.0,0.004853,8.2653,8.3483,16.7347,16.6517,23.5427,23.4702
UAV-3-L035,UAV-3,D15,覆盖连接段,363.13,802.53,324.17,789.79,40.99,3.0,0.004853,8.3483,8.5761,16.6517,16.4239,23.4702,23.2712
UAV-3-L036,UAV-3,D15,覆盖喷洒段,324.17,789.79,250.23,755.31,81.58,3.0,0.004853,8.5761,9.0293,16.4239,15.9707,23.2712,22.8753
UAV-3-L037,UAV-3,D15,覆盖连接段,250.23,755.31,340.72,797.51,99.85,3.0,0.004853,9.0293,9.584,15.9707,15.416,22.8753,22.3908
UAV-3-L038,UAV-3,D15,覆盖喷洒段,340.72,797.51,361.4,807.15,22.82,3.0,0.004853,9.584,9.7108,15.416,15.2892,22.3908,22.28
UAV-3-L039,UAV-3,D15,覆盖连接段,361.4,807.15,315.3,791.08,48.82,3.0,0.004853,9.7108,9.982,15.2892,15.018,22.28,22.0431
UAV-3-L040,UAV-3,D15,覆盖喷洒段,315.3,791.08,248.15,759.77,74.1,3.0,0.004853,9.982,10.3937,15.018,14.6063,22.0431,21.6835
UAV-3-L041,UAV-3,D15,覆盖连接段,248.15,759.77,331.86,798.8,92.36,3.0,0.004853,10.3937,10.9068,14.6063,14.0932,21.6835,21.2353
UAV-3-L042,UAV-3,D15,覆盖喷洒段,331.86,798.8,359.31,811.61,30.29,3.0,0.004853,10.9068,11.0751,14.0932,13.9249,21.2353,21.0883
UAV-3-L043,UAV-3,D15,覆盖连接段,359.31,811.61,306.44,792.38,56.26,3.0,0.004853,11.0751,11.3876,13.9249,13.6124,21.0883,20.8153
UAV-3-L044,UAV-3,D15,覆盖喷洒段,306.44,792.38,246.45,764.4,66.2,3.0,0.004853,11.3876,11.7554,13.6124,13.2446,20.8153,20.494
UAV-3-L045,UAV-3,D15,覆盖连接段,246.45,764.4,323.0,800.1,84.46,3.0,0.004853,11.7554,12.2246,13.2446,12.7754,20.494,20.0841
UAV-3-L046,UAV-3,D15,覆盖喷洒段,323.0,800.1,356.87,815.9,37.38,3.0,0.004853,12.2246,12.4323,12.7754,12.5677,20.0841,19.9028
UAV-3-L047,UAV-3,D15,覆盖连接段,356.87,815.9,297.58,793.68,63.32,3.0,0.004853,12.4323,12.7841,12.5677,12.2159,19.9028,19.5955
UAV-3-L048,UAV-3,D15,覆盖喷洒段,297.58,793.68,245.1,769.2,57.91,3.0,0.004853,12.7841,13.1058,12.2159,11.8942,19.5955,19.3145
UAV-3-L049,UAV-3,D15,覆盖连接段,245.1,769.2,314.13,801.4,76.17,3.0,0.004853,13.1058,13.529,11.8942,11.471,19.3145,18.9448
UAV-3-L050,UAV-3,D15,覆盖喷洒段,314.13,801.4,354.05,820.01,44.05,3.0,0.004853,13.529,13.7737,11.471,11.2263,18.9448,18.731
UAV-3-L051,UAV-3,D15,覆盖连接段,354.05,820.01,288.72,794.97,69.97,3.0,0.004853,13.7737,14.1624,11.2263,10.8376,18.731,18.3915
UAV-3-L052,UAV-3,D15,覆盖喷洒段,288.72,794.97,244.14,774.18,49.19,3.0,0.004853,14.1624,14.4357,10.8376,10.5643,18.3915,18.1528
UAV-3-L053,UAV-3,D15,覆盖连接段,244.14,774.18,305.27,802.69,67.45,3.0,0.004853,14.4357,14.8104,10.5643,10.1896,18.1528,17.8254
UAV-3-L054,UAV-3,D15,覆盖喷洒段,305.27,802.69,350.86,823.95,50.31,3.0,0.004853,14.8104,15.0899,10.1896,9.9101,17.8254,17.5813
UAV-3-L055,UAV-3,D15,覆盖连接段,350.86,823.95,279.85,796.27,76.22,3.0,0.004853,15.0899,15.5133,9.9101,9.4867,17.5813,17.2114
UAV-3-L056,UAV-3,D15,覆盖喷洒段,279.85,796.27,243.57,779.35,40.03,3.0,0.004853,15.5133,15.7357,9.4867,9.2643,17.2114,17.0171
UAV-3-L057,UAV-3,D15,覆盖连接段,243.57,779.35,296.41,803.99,58.3,3.0,0.004853,15.7357,16.0596,9.2643,8.9404,17.0171,16.7342
UAV-3-L058,UAV-3,D15,覆盖喷洒段,296.41,803.99,347.26,827.7,56.11,3.0,0.004853,16.0596,16.3713,8.9404,8.6287,16.7342,16.4619
UAV-3-L059,UAV-3,D15,覆盖连接段,347.26,827.7,270.99,797.56,82.01,3.0,0.004853,16.3713,16.8269,8.6287,8.1731,16.4619,16.064
UAV-3-L060,UAV-3,D15,覆盖喷洒段,270.99,797.56,243.46,784.73,30.37,3.0,0.004853,16.8269,16.9957,8.1731,8.0043,16.064,15.9166
UAV-3-L061,UAV-3,D15,覆盖连接段,243.46,784.73,287.54,805.28,48.64,3.0,0.004853,16.9957,17.2659,8.0043,7.7341,15.9166,15.6805
UAV-3-L062,UAV-3,D15,覆盖喷洒段,287.54,805.28,343.22,831.24,61.43,3.0,0.004853,17.2659,17.6071,7.7341,7.3929,15.6805,15.3824
UAV-3-L063,UAV-3,D15,覆盖连接段,343.22,831.24,262.98,799.25,86.38,3.0,0.004853,17.6071,18.087,7.3929,6.913,15.3824,14.9632
UAV-3-L064,UAV-3,D15,覆盖喷洒段,262.98,799.25,243.85,790.33,21.11,3.0,0.004853,18.087,18.2043,6.913,6.7957,14.9632,14.8608
UAV-3-L065,UAV-3,D15,覆盖连接段,243.85,790.33,278.68,806.58,38.44,3.0,0.004853,18.2043,18.4178,6.7957,6.5822,14.8608,14.6743
UAV-3-L066,UAV-3,D15,覆盖喷洒段,278.68,806.58,338.68,834.55,66.2,3.0,0.004853,18.4178,18.7856,6.5822,6.2144,14.6743,14.353
UAV-3-L067,UAV-3,D15,覆盖连接段,338.68,834.55,255.2,801.06,89.95,3.0,0.004853,18.7856,19.2853,6.2144,5.7147,14.353,13.9165
UAV-3-L068,UAV-3,D15,覆盖喷洒段,255.2,801.06,244.81,796.21,11.46,3.0,0.004853,19.2853,19.349,5.7147,5.651,13.9165,13.8609
UAV-3-L069,UAV-3,D15,覆盖连接段,244.81,796.21,269.95,807.94,27.74,3.0,0.004853,19.349,19.5031,5.651,5.4969,13.8609,13.7262
UAV-3-L070,UAV-3,D15,覆盖喷洒段,269.95,807.94,333.56,837.6,70.18,3.0,0.004853,19.5031,19.893,5.4969,5.107,13.7262,13.3857
UAV-3-L071,UAV-3,D15,覆盖连接段,333.56,837.6,247.42,802.86,92.88,3.0,0.004853,19.893,20.409,5.107,4.591,13.3857,12.9349
UAV-3-L072,UAV-3,D15,覆盖喷洒段,247.42,802.86,246.48,802.42,1.03,3.0,0.004853,20.409,20.4147,4.591,4.5853,12.9349,12.9299
UAV-3-L073,UAV-3,D15,覆盖连接段,246.48,802.42,262.17,809.74,17.31,3.0,0.004853,20.4147,20.5109,4.5853,4.4891,12.9299,12.8459
UAV-3-L074,UAV-3,D15,覆盖喷洒段,262.17,809.74,327.72,840.3,72.32,3.0,0.004853,20.5109,20.9127,4.4891,4.0873,12.8459,12.495
UAV-3-L075,UAV-3,D15,覆盖连接段,327.72,840.3,320.96,842.58,7.13,3.0,0.004853,20.9127,20.9523,4.0873,4.0477,12.495,12.4603
UAV-3-L076,UAV-3,D15,覆盖喷洒段,320.96,842.58,254.4,811.54,73.44,3.0,0.004853,20.9523,21.3603,4.0477,3.6397,12.4603,12.1039
UAV-3-L077,UAV-3,D15,覆盖连接段,254.4,811.54,253.07,816.35,4.99,3.0,0.004853,21.3603,21.388,3.6397,3.612,12.1039,12.0797
UAV-3-L078,UAV-3,D15,覆盖喷洒段,253.07,816.35,312.82,844.21,65.93,3.0,0.004853,21.388,21.7543,3.612,3.2457,12.0797,11.7598
UAV-3-L079,UAV-3,D15,覆盖连接段,312.82,844.21,302.17,844.67,10.67,3.0,0.004853,21.7543,21.8136,3.2457,3.1864,11.7598,11.708
UAV-3-L080,UAV-3,D15,覆盖喷洒段,302.17,844.67,271.75,830.49,33.56,3.0,0.004853,21.8136,22.0,3.1864,3.0,11.708,11.5451
UAV-3-L081,UAV-3,D15,补给转场-去程,271.75,830.49,244.0,808.8,35.22,6.0,0.0,22.0,22.0978,3.0,2.9022,11.5451,11.5451
UAV-3-L082,UAV-3,D15,补给转场-返程,244.0,808.8,271.75,830.49,35.22,6.0,0.0,22.0978,22.1957,25.0,24.9022,30.0,30.0
UAV-3-L083,UAV-3,D15,覆盖喷洒段,271.75,830.49,259.56,824.8,13.45,3.0,0.004853,22.1957,22.2704,24.9022,24.8274,30.0,29.9347
UAV-3-L084,UAV-3,D24,飞行-区域间,259.56,824.8,135.04,804.66,126.14,6.0,0.0,22.2704,22.6208,24.8274,24.477,29.9347,29.9347
UAV-3-L085,UAV-3,D24,覆盖喷洒段,135.04,804.66,144.76,809.19,10.72,3.0,0.004154,22.6208,22.6804,24.477,24.4175,29.9347,29.8902
UAV-3-L086,UAV-3,D24,覆盖连接段,144.76,809.19,144.12,814.32,5.17,3.0,0.004154,22.6804,22.7091,24.4175,24.3887,29.8902,29.8687
UAV-3-L087,UAV-3,D24,覆盖喷洒段,144.12,814.32,125.21,805.51,20.86,3.0,0.004154,22.7091,22.825,24.3887,24.2728,29.8687,29.782
UAV-3-L088,UAV-3,D24,覆盖连接段,125.21,805.51,176.71,829.52,56.82,3.0,0.004154,22.825,23.1407,24.2728,23.9571,29.782,29.546
UAV-3-L089,UAV-3,D24,覆盖喷洒段,176.71,829.52,188.56,835.05,13.07,3.0,0.004154,23.1407,23.2133,23.9571,23.8845,29.546,29.4917
UAV-3-L090,UAV-3,D24,覆盖连接段,188.56,835.05,143.48,819.46,47.7,3.0,0.004154,23.2133,23.4783,23.8845,23.6195,29.4917,29.2935
UAV-3-L091,UAV-3,D24,覆盖喷洒段,143.48,819.46,117.47,807.32,28.71,3.0,0.004154,23.4783,23.6378,23.6195,23.46,29.2935,29.1743
UAV-3-L092,UAV-3,D24,覆盖连接段,117.47,807.32,168.93,831.32,56.78,3.0,0.004154,23.6378,23.9533,23.46,23.1446,29.1743,28.9384
UAV-3-L093,UAV-3,D24,覆盖喷洒段,168.93,831.32,192.14,842.15,25.61,3.0,0.004154,23.9533,24.0955,23.1446,23.0023,28.9384,28.832
UAV-3-L094,UAV-3,D24,覆盖连接段,192.14,842.15,142.85,824.59,52.33,3.0,0.004154,24.0955,24.3863,23.0023,22.7116,28.832,28.6146
UAV-3-L095,UAV-3,D24,覆盖喷洒段,142.85,824.59,110.96,809.72,35.18,3.0,0.004154,24.3863,24.5817,22.7116,22.5161,28.6146,28.4685
UAV-3-L096,UAV-3,D24,覆盖连接段,110.96,809.72,168.24,836.43,63.2,3.0,0.004154,24.5817,24.9328,22.5161,22.165,28.4685,28.2059
UAV-3-L097,UAV-3,D24,覆盖喷洒段,168.24,836.43,194.5,848.68,28.98,3.0,0.004154,24.9328,25.0938,22.165,22.004,28.2059,28.0855
UAV-3-L098,UAV-3,D24,覆盖连接段,194.5,848.68,138.19,827.85,60.04,3.0,0.004154,25.0938,25.4274,22.004,21.6704,28.0855,27.8361
UAV-3-L099,UAV-3,D24,覆盖喷洒段,138.19,827.85,105.31,812.51,36.29,3.0,0.004154,25.4274,25.629,21.6704,21.4688,27.8361,27.6854
UAV-3-L100,UAV-3,D24,覆盖连接段,105.31,812.51,168.4,841.93,69.62,3.0,0.004154,25.629,26.0158,21.4688,21.0821,27.6854,27.3962
UAV-3-L101,UAV-3,D24,覆盖喷洒段,168.4,841.93,196.0,854.8,30.45,3.0,0.004154,26.0158,26.1849,21.0821,20.9129,27.3962,27.2697
UAV-3-L102,UAV-3,D24,覆盖连接段,196.0,854.8,130.1,829.5,70.59,3.0,0.004154,26.1849,26.5771,20.9129,20.5208,27.2697,26.9765
UAV-3-L103,UAV-3,D24,覆盖喷洒段,130.1,829.5,100.33,815.62,32.85,3.0,0.004154,26.5771,26.7596,20.5208,20.3383,26.9765,26.84
UAV-3-L104,UAV-3,D24,覆盖连接段,100.33,815.62,168.57,847.44,75.3,3.0,0.004154,26.7596,27.1779,20.3383,19.92,26.84,26.5272
UAV-3-L105,UAV-3,D24,覆盖喷洒段,168.57,847.44,196.82,860.61,31.17,3.0,0.004154,27.1779,27.3511,19.92,19.7468,26.5272,26.3978
UAV-3-L106,UAV-3,D24,覆盖连接段,196.82,860.61,122.0,831.15,80.41,3.0,0.004154,27.3511,27.7978,19.7468,19.3001,26.3978,26.0637
UAV-3-L107,UAV-3,D24,覆盖喷洒段,122.0,831.15,95.9,818.98,28.8,3.0,0.004154,27.7978,27.9578,19.3001,19.1401,26.0637,25.9441
UAV-3-L108,UAV-3,D24,覆盖连接段,95.9,818.98,137.27,838.28,45.65,3.0,0.004154,27.9578,28.2114,19.1401,18.8865,25.9441,25.7545
UAV-3-L109,UAV-3,D24,覆盖喷洒段,137.27,838.28,142.07,840.51,5.29,3.0,0.004154,28.2114,28.2408,18.8865,18.8571,25.7545,25.7325
UAV-3-L110,UAV-3,D24,覆盖连接段,142.07,840.51,197.09,866.17,60.7,3.0,0.004154,28.2408,28.578,18.8571,18.5198,25.7325,25.4803
UAV-3-L111,UAV-3,D24,覆盖喷洒段,197.09,866.17,168.73,852.95,31.28,3.0,0.004154,28.578,28.7518,18.5198,18.346,25.4803,25.3504
UAV-3-L112,UAV-3,D24,覆盖连接段,168.73,852.95,91.95,822.57,82.57,3.0,0.004154,28.7518,29.2105,18.346,17.8873,25.3504,25.0074
UAV-3-L113,UAV-3,D24,覆盖喷洒段,91.95,822.57,113.91,832.81,24.22,3.0,0.004154,29.2105,29.3451,17.8873,17.7527,25.0074,24.9067
UAV-3-L114,UAV-3,D24,覆盖连接段,113.91,832.81,142.24,846.02,31.26,3.0,0.004154,29.3451,29.5188,17.7527,17.5791,24.9067,24.7769
UAV-3-L115,UAV-3,D24,覆盖喷洒段,142.24,846.02,129.18,839.93,14.41,3.0,0.004154,29.5188,29.5988,17.5791,17.499,24.7769,24.717
UAV-3-L116,UAV-3,D24,覆盖连接段,129.18,839.93,168.9,858.45,43.83,3.0,0.004154,29.5988,29.8423,17.499,17.2555,24.717,24.535
UAV-3-L117,UAV-3,D24,覆盖喷洒段,168.9,858.45,196.87,871.49,30.86,3.0,0.004154,29.8423,30.0137,17.2555,17.0841,24.535,24.4068
UAV-3-L118,UAV-3,D24,覆盖连接段,196.87,871.49,105.81,834.46,98.3,3.0,0.004154,30.0137,30.5598,17.0841,16.538,24.4068,23.9985
UAV-3-L119,UAV-3,D24,覆盖喷洒段,105.81,834.46,88.45,826.37,19.16,3.0,0.004154,30.5598,30.6662,16.538,16.4316,23.9985,23.9189
UAV-3-L120,UAV-3,D24,覆盖连接段,88.45,826.37,121.08,841.58,36.01,3.0,0.004154,30.6662,30.8663,16.4316,16.2316,23.9189,23.7693
UAV-3-L121,UAV-3,D24,覆盖喷洒段,121.08,841.58,142.4,851.52,23.52,3.0,0.004154,30.8663,30.997,16.2316,16.1009,23.7693,23.6716
UAV-3-L122,UAV-3,D24,覆盖连接段,142.4,851.52,196.22,876.62,59.38,3.0,0.004154,30.997,31.3269,16.1009,15.771,23.6716,23.4249
UAV-3-L123,UAV-3,D24,覆盖喷洒段,196.22,876.62,169.06,863.96,29.97,3.0,0.004154,31.3269,31.4934,15.771,15.6045,23.4249,23.3004
UAV-3-L124,UAV-3,D24,覆盖连接段,169.06,863.96,85.33,830.34,90.23,3.0,0.004154,31.4934,31.9946,15.6045,15.1032,23.3004,22.9256
UAV-3-L125,UAV-3,D24,覆盖喷洒段,85.33,830.34,97.71,836.11,13.66,3.0,0.004154,31.9946,32.0705,15.1032,15.0273,22.9256,22.8688
UAV-3-L126,UAV-3,D24,覆盖连接段,97.71,836.11,142.57,857.03,49.49,3.0,0.004154,32.0705,32.3455,15.0273,14.7524,22.8688,22.6633
UAV-3-L127,UAV-3,D24,覆盖喷洒段,142.57,857.03,112.99,843.24,32.64,3.0,0.004154,32.3455,32.5268,14.7524,14.571,22.6633,22.5277
UAV-3-L128,UAV-3,D24,覆盖连接段,112.99,843.24,169.23,869.46,62.06,3.0,0.004154,32.5268,32.8716,14.571,14.2263,22.5277,22.2699
UAV-3-L129,UAV-3,D24,覆盖喷洒段,169.23,869.46,195.17,881.56,28.63,3.0,0.004154,32.8716,33.0306,14.2263,14.0672,22.2699,22.151
UAV-3-L130,UAV-3,D24,覆盖连接段,195.17,881.56,89.62,837.77,114.28,3.0,0.004154,33.0306,33.6655,14.0672,13.4324,22.151,21.6763
UAV-3-L131,UAV-3,D24,覆盖喷洒段,89.62,837.77,82.6,834.49,7.75,3.0,0.004154,33.6655,33.7085,13.4324,13.3893,21.6763,21.6441
UAV-3-L132,UAV-3,D24,覆盖连接段,82.6,834.49,104.89,844.89,24.6,3.0,0.004154,33.7085,33.8451,13.3893,13.2527,21.6441,21.5419
UAV-3-L133,UAV-3,D24,覆盖喷洒段,104.89,844.89,142.73,862.53,41.75,3.0,0.004154,33.8451,34.0771,13.2527,13.0207,21.5419,21.3685
UAV-3-L134,UAV-3,D24,覆盖连接段,142.73,862.53,193.76,886.33,56.3,3.0,0.004154,34.0771,34.3899,13.0207,12.708,21.3685,21.1346
